Year,Country,Documents,Citable documents,Sqrt(Documents),Citations,Self-citations,Sqrt(citations),Citations per document,H index,continent
2010,Venezuela,2232,2117,46.01086828,27465,2569,158,12.31,205,Sur America
2011,Venezuela,1989,1882,43.38202393,17962,1947,127,9.03,205,Sur America
2012,Venezuela,2089,1963,44.30575583,18812,1735,131,9.01,205,Sur America
2013,Venezuela,1989,1857,43.09292285,13982,1532,112,7.03,205,Sur America
2014,Venezuela,2029,1879,43.3474336,12512,1263,106,6.17,205,Sur America
2015,Venezuela,1782,1644,40.54626987,8739,1073,88,4.9,205,Sur America
2016,Venezuela,1627,1536,39.19183588,8271,652,87,5.08,205,Sur America
2017,Venezuela,1685,1531,39.12799509,3592,340,57,2.13,205,Sur America
2018,Venezuela,1451,1286,35.86084215,777,88,26,0.54,205,Sur America
1996,Viet Nam,295,290,17.02938637,5594,872,69,18.96,198,Asia
1997,Viet Nam,337,332,18.22086716,5139,848,66,15.25,198,Asia
1998,Viet Nam,314,313,17.69180601,6586,1049,74,20.97,198,Asia
1999,Viet Nam,372,366,19.13112647,8784,941,89,23.61,198,Asia
2000,Viet Nam,402,394,19.84943324,12889,1391,107,32.06,198,Asia
2001,Viet Nam,435,431,20.76053949,13228,1502,108,30.41,198,Asia
2002,Viet Nam,448,445,21.09502311,10932,1390,98,24.4,198,Asia
2003,Viet Nam,663,635,25.19920634,17326,1961,124,26.13,198,Asia
2004,Viet Nam,715,694,26.34387974,19797,2415,132,27.69,198,Asia
2005,Viet Nam,858,837,28.93095228,21633,2535,138,25.21,198,Asia
2006,Viet Nam,999,958,30.95157508,23629,2693,145,23.65,198,Asia
2007,Viet Nam,1159,1077,32.81767816,23734,3436,142,20.48,198,Asia
2008,Viet Nam,1526,1463,38.249183,28777,4183,157,18.86,198,Asia
2009,Viet Nam,1764,1668,40.84115571,26887,4284,150,15.24,198,Asia
2010,Viet Nam,2196,2082,45.62893819,37865,5258,181,17.24,198,Asia
2011,Viet Nam,2418,2295,47.90615827,34534,5546,170,14.28,198,Asia
2012,Viet Nam,3165,3026,55.00909016,45247,6606,197,14.3,198,Asia
2013,Viet Nam,3774,3580,59.83310121,40564,7101,183,10.75,198,Asia
2014,Viet Nam,4071,3857,62.10475022,39503,6977,180,9.7,198,Asia
2015,Viet Nam,4530,4363,66.05300902,43190,6701,191,9.53,198,Asia
2016,Viet Nam,5866,5597,74.81310046,34761,6074,169,5.93,198,Asia
2017,Viet Nam,6604,6252,79.0695896,21079,4686,128,3.19,198,Asia
2018,Viet Nam,8837,7908,88.9269363,5741,1900,62,0.65,198,Asia
